id,name,street,stars,latitude,longitude,imageUrl,locationId
10035,Hotel Carillon,Strada Nazionale Sempione Feriolo,3,45.924572,8.4885586,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,599
10036,Sant' Anna,Via Santena,5,45.0369769,7.6743927,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,7581
10037,Hotel Ristorante Cascina Speranza,Via Roma,4,44.9785661,7.878222,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,6000
10038,Hotel Baiardo,Via Novara,1,45.6158432,8.4063486,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3196
10039,Hotel Miravalle,Via Assietta,5,45.0261871,6.8545551,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,6977
10040,Locanda Posta,Piazza Quattro Novembre,5,45.8685743,8.3631492,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,5825
10041,L'Ostelliere,Frazione Monterotondo,1,44.7121448,8.8238194,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3110
10042,Sunstar Hotel Piemont,Via Mario Bausola,4,44.8328278,8.1878968,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3451
10043,Villa Fontana Relais Suites & Spa,Via Giuseppe Mazzini,5,44.7946704,8.2479083,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,59
10044,IL PATIO PIZZERIA OSTERIA ALBERGO DI CAPRA BARBARA,Via Casale,3,45.1132464,7.7804377,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,6633
10045,Business Hotel,Strada Valenza,3,45.129793,8.479733,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,1509
10046,Hotel Galassia,Via Malanotte,2,44.2536329,7.7915108,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2954
10047,Hotel Cristallo,Corso Milano,5,45.4441374,8.6467981,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4835
10048,Hotel Europa,Corso Felice Cavallotti,3,45.4466499,8.6278507,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4835
10049,Terme di Monte Valenza,Via Fontana,5,45.0414818,8.6079605,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,5594
10050,Serendipity Hotel,Via Monfol,4,45.0280614,6.8601012,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,6977
10051,Hotel Gardenia,Regione Poarello,4,45.4176832,7.8823419,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,6220
10052,Hotel Nuova Italia,Via Filippo Maria Beltrami,2,45.7508615,8.4308745,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3293
10053,Six Love Hotel,Via Trento,3,45.0998327,7.7517695,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,6633
10054,Camplus Bernini,Corso Francesco Ferrucci,2,45.0739009,7.6553623,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,7581
10055,Hotel Il Falco e la Volpe,,4,45.556527,7.8443914,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,7169
10056,Hotel Corona,Via Guglielmo Marconi,4,46.1167389,8.2926023,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2617
10057,Relais Sant Uffizio,Strada dell Sant'Uffizio,1,45.0269596,8.277264,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,5259
10058,Relais Sant Uffizio,Strada dell Sant'Uffizio,3,45.0272109,8.2775317,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4329
10059,Relais Sant Uffizio,Strada dell Sant'Uffizio,5,45.027299,8.277268,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,5259
10060,Casa San Giuseppe,Via Roma,1,45.0160447,6.9414932,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,5729
10061,Hotel residence Sestriere,Via Angelo Brofferio,5,45.0134989,7.6586103,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4784
10062,Paradise,Località Posta,3,45.1302491,7.2011903,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,1015
10063,Relais Sant'Ufficio,Strada del Sant'Uffizio,5,45.0278136,8.2776764,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4329
10064,Alba Village,Corso Piave,2,44.6848591,8.0112881,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,99
10065,Agriturismo Tra Serra e Lago,Via Morzano,5,45.4064928,8.0611981,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,6252
10066,3T Boutique Hotel,Via Sant’Ulderico,4,45.4696235,7.8739866,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3481
10067,Castello di Razzano,Strada Gessi,1,45.0404658,8.1997291,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,149
10068,Duna Rossa,Piazzetta Rialto,4,45.5684978,12.7976472,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,1323
10069,Best Western Cristallo,Viale Porta Adige,3,45.0765187,11.7849548,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,6301
10070,Regina Margherita,Viale Regina Margherita,4,45.0736265,11.7857576,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,6301
10071,Hotel al Molino,Via Gardesana,4,45.7851924,10.8197995,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3868
10072,Hotel Anna,Via Gardesana Orientale,4,45.7886711,10.8241218,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3868
10073,Hotel Ariston,Via Navene vecchia,4,45.7656203,10.8123359,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3868
10074,Gardaland Hotel,Via Palù,2,45.4434158,10.7252043,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,5329
10075,Hotel Doriguzzi,Via del Piave,3,46.0153053,11.9087616,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2760
10076,Volpara Malga Verde,Via Volpara,2,45.790258,11.8115537,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4715
10077,Dalla Mena,Via Valle Santa Felicita,1,45.8121505,11.7549146,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,5707
10078,Villa Palma,Via Chemin Palma,4,45.7634838,11.8041451,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4715
10079,Albergo Ristorante Da Carla Failela,Via Piazza Alta,4,45.7554245,11.216721,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,7980
10080,Imperial,Viale Guglielmo Marconi,3,45.5967527,12.8811402,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,1323
10081,Augusta,Via Andrea Palladio,2,45.5981705,12.8823712,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,1323
10082,Tre Rose,Via Giotto,3,45.5976736,12.8789441,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,1323
10083,Hotel Oasi,Via Deserto,3,45.2006864,11.6876111,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,6830
10084,Hotel Johnson,Via Marina,5,45.4409653,10.6967963,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,5329
10085,Hotel Bell´Arrivo,Piazza Benacense,3,45.439097,10.692979,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,5329
10086,Hotel Posta,Piazza 9 ottobre 1963,3,46.2665302,12.3012139,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3734
10087,Hotel Negretto,Via della Serenissima,2,45.5977029,12.8860303,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,1323
10088,Grand'Italia,Corso del Popolo,4,45.4168803,11.8793985,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,5056
10089,Hotel Meridiana,Via Navene Vecchia,5,45.7681575,10.8136388,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3868
10090,Hotel Martello,Piazzale Carlo Mezzacapo,2,45.4775894,12.2304541,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,7332
10091,Victoria,Viale Armando Diaz,3,45.765319,11.7278364,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,583
10092,Maximilian,Via Val di Sogno,1,45.7492274,10.7975298,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3868
10093,Nettuno,Via Zanardelli,2,45.7176447,10.7740072,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,944
10094,Trattoria Alle Castrette,Via Roma,5,45.7344903,12.2504177,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,8343
10095,Adele,Via Villa Bolca,5,45.5942503,11.2078831,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,8160
10096,Grand Hotel Misurina,Via Monte Piana,5,46.5844138,12.2536311,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2433
10097,Hotel Galileo,Via Venezia,4,45.4105106,11.8963135,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,5056
10098,Residenza Cannaregio,,4,45.4475105,12.3268377,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,8065
10099,SHG Hotel Catullo Verona Est,Viale del Lavoro,4,45.4154609,11.0863484,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,6603
10100,Hotel Ezzelino,Via Guglielmo Marconi,3,45.7799257,11.8477124,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,6757
10101,Savhotel Mantegna,Via Tommaseo,2,45.4128802,11.8922739,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,5056
10102,Rivamare,Lungomare Guglielmo Marconi,2,45.4026932,12.3646911,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,8065
10103,Point Hotel Conselve,Viale dell'Industria,4,45.2073335,11.8923254,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,470
10104,DA Gigino,Via Agordina,3,46.1239439,12.1052487,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,7054
10105,Hotel Antico Mulino,Via Moglianese Scorzè,2,45.5699529,12.1244132,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,7045
10106,Hotel Al Gambero,,3,45.4355491,12.3365798,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,8065
10107,Albergo Ristorante Leon D'Oro,Viale Fiume,2,45.2267021,11.6544281,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2693
10108,Albergo Centrale,Contrada Cà Sartori,1,45.6362367,10.7309917,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,6753
10109,Hotel Diana,Contrada Cà Montagna,4,45.6398415,10.7346263,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,6753
10110,Hotel al Piave,,2,45.4365785,12.3420422,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,8065
10111,Casa Malipiero,,2,45.4368701,12.3415709,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,8065
10112,Hotel Scandinavia,,3,45.4374836,12.3413615,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,8065
10113,Locanda SS. Giovanni e Paolo,,4,45.4385976,12.3429313,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,8065
10114,Hotel Liassidi Palace,,4,45.4357673,12.3446868,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,8065
10115,Aldo Moro,Via Guglielmo Marconi,3,45.2319721,11.46793,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4375
10116,Hotel Bellavista,Contrada Cà Montagna,4,45.6383721,10.7324849,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,6753
10117,Hotel Faccioli,Via Giambattista Tiepolo,2,45.3541889,10.7233139,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,7931
10118,Albergo Miari,Via Nevegal,1,46.096006,12.2768883,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,627
10119,Campanello,Via Campanello,1,45.4520235,10.6982895,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,5329
10120,Corte Dal Castello,Via Croce,4,45.4713218,10.7423273,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3603
10121,Ai Capitani,Via Castelletto,4,45.4386601,10.6933684,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,5329
10122,Hotel Regit Essebiesse Srl,Via Cappuccina,3,45.4832389,12.2356456,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,7332
10123,Gritti Palace,Campo Santa Maria del Giglio,5,45.4316384,12.3331068,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,8065
10124,Hotel Bologna,Piazzetta Scalette Rubiani,3,45.4400688,10.9936005,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,8121
10125,Foscari Palace,Campo Santa Sofia,4,45.440431,12.3347638,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,8065
10126,Bed & Breakfast Palu,Palù dei Mori,5,45.4875845,10.7463917,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3603
10127,Vega,Viale Roma,1,45.7622855,10.8071746,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3868
10128,Boffenigo Panorama & Experience Hotel,Via Boffenigo,3,45.5764849,10.7472776,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2466
10129,Bellevue San Lorenzo,Via Gardesana,4,45.753574,10.7994616,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3868
10130,Hotel Riviera,Lungolago Lenotti,2,45.5477628,10.7188718,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,532
10131,Albergo Parigi,Via San Cassiano,3,45.9569985,11.7531818,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,367
10132,"Albergo Belvedere ""Da Tullio""",Via alla Chiesa,4,45.9622808,12.2035873,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,5938
10133,Bartolomeo,,4,45.437931,12.3374743,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,8065
10134,Airone,Viale Veneto,3,45.6342525,13.0290935,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3664
10135,Saturnia,Calle Larga XXII Marzo,4,45.4329159,12.3341744,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,8065
10136,Hotel Grande Italia,Piazzetta Vigo,4,45.2233907,12.280418,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2113
10137,Hotel Giberti,Via Gian Matteo Giberti,4,45.4340187,10.986329,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,8121
10138,Hotel Augusta,Via Navene Vecchia,3,45.7670083,10.8130981,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3868
10139,Borgo Ca' dei Sospiri,Via Roma,1,45.5879395,12.3544258,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,5830
10140,"Hotel ""Villa Soligo""",Via Guglielmo Marconi,4,45.9115911,12.1565625,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,5451
10141,Villa Del Poeta,Via Zane,3,45.2631571,11.7169644,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,360
10142,Moro Lin,Via Bernardo Bellotto,2,45.5040845,12.2223529,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,7332
10143,Hotel Le Colombelle,Via Stradona,3,45.5338674,12.0222402,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4023
10144,Bristol,Lungomare Adriatico,4,45.2126815,12.2944681,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2113
10145,American,Fondamenta Bragadin,5,45.4303084,12.3297979,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,8065
10146,Park,Lungomare Adriatico,3,45.2030319,12.2994167,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2113
10147,Leon D'Oro,Viale del Piave,4,45.427847,10.9871844,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,8121
10148,Hotel Bonvecchiati,Calle Goldoni,4,45.4351892,12.3358298,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,8065
10149,Trieste,Corso Porta Nuova,3,45.4353121,10.9904769,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,8121
10150,Verona,Corso Porta Nuova,1,45.435453,10.9904501,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,8121
10151,Albergo Ristorante Bortoluzzi,Via Giacomo Matteotti,4,46.1212403,12.3588105,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,174
10152,Siena,Via Guglielmo Marconi,2,45.4352816,10.9852553,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,8121
10153,Hotel Pension Franciscus,Vicolo Calcirelli,3,45.4361228,10.9852075,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,8121
10154,Hotel Italia,Via Goffredo Mameli,3,45.4511101,10.9899485,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,8121
10155,Albergo Arilica,Via Trenta Maggio,4,45.4378373,10.6929214,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,5329
10156,Ca' Leon D'Oro,,5,45.4374889,12.337138,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,8065
10157,Albergo Mirella,Via Don Minzoni,3,46.1460663,12.1989263,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,627
10158,Ca’ Pozzo Inn,Sotoportego Ca' Pozzo,3,45.4442408,12.3258049,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,8065
10159,Paganelli,Riva degli Schiavoni,3,45.4340384,12.3431115,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,8065
10160,Stella d'Oro,Via Roma,1,46.0464913,11.7485178,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3549
10161,Hotel Gardena,Fondamenta dei Tolentini,3,45.4389792,12.3211661,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,8065
10162,Locanda Marinella,Rio Terà dei Pensieri,2,45.4362207,12.3191025,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,8065
10163,"Hotel ""Quattro valli""",Via Faè,3,46.2483618,12.2982425,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3734
10164,Hotel Florida,,2,45.4418661,12.322053,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,8065
10165,Hotel Righetto,Corso Italia,3,45.4686861,12.5441512,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,1903
10166,Brennero,Via Torino,5,45.7693372,11.7387623,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,583
10167,Belvedere,Viale delle Fosse,1,45.7692146,11.7385367,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,583
10168,Hotel Nazionale,,3,45.442182,12.3234159,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,8065
10169,Locanda Tilly's,Via Casale,5,45.8108661,11.7738951,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,881
10170,Dal Ponte,Viale Alcide De Gasperi,3,45.7628603,11.7315964,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,583
10171,Palladio,Via Antonio Gramsci,4,45.7706972,11.7405043,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,583
10172,Villa Scalabrini,Via Gian Battista Scalabrini,3,45.8260859,11.8423297,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,5447
10173,Villa Flangini,Via Foresto di Pagnano,1,45.8022806,11.906441,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,391
10174,Albergo Al Sole,Via Collegio,4,45.8030884,11.9136998,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,391
10175,Duse,Via Robert Browning,1,45.8021039,11.9138659,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,391
10176,Hotel Villa Cipriani,Via Canova,4,45.8024152,11.9101639,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,391
10177,Asolo,Via Castellana,3,45.7874244,11.9065376,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,391
10178,Bassanello,Via Trozzetti,2,45.7646565,11.74343,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,583
10179,Castel Brando,Via Brando Brandolini,5,45.9687116,12.135777,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2184
10180,Hotel Alla Torre,Piazza Trento e Trieste,4,45.6713553,11.9280978,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,1701
10181,Albergo pizzeria Da Romano,Via Piave,1,45.836802,11.8546473,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,5447
10182,BHR Treviso Hotel,Via Postumia Castellana,4,45.6686146,12.18075,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,5841
10183,All'Oasi,Via Postumia,5,45.6721608,12.168562,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,5082
10184,Holiday La Marca,Via Roma,4,45.7252273,12.2544485,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,8343
10185,Al Cason,Via Frà Paolo Sarpi,3,45.4183979,11.8742746,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,5056
10186,Hotel Europa,Largo Europa,4,45.410865,11.877272,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,5056
10187,Albergo Verdi,Via Dondi Dall'Orologio,3,45.4084055,11.8711021,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,5056
10188,Villa Mabapa,Riviera San Nicolò,4,45.4229834,12.3772382,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,8065
10189,Casa del Pellegrino,Via Melchiorre Cesarotti,3,45.4021962,11.8817391,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,5056
10190,Hotel Donatello,Via del Santo,3,45.4019695,11.8797515,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,5056
10191,Hotel Mignon,Via Beato Luca Belludi,2,45.4000157,11.8782238,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,5056
10192,Hotel Porta Palio,Viale Colonnello Galliano,3,45.4393735,10.9747773,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,8121
10193,Da Felice,Via San Pio X,1,45.7298806,11.8667963,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3750
10194,Albergo alla Campana,Via Giuseppe Mazzini,1,45.4229374,12.0739884,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2611
10195,Borghetti,Via Valpolicella,3,45.4799742,10.9440762,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4762
10196,Danieli,Riva degli Schiavoni,5,45.4338677,12.3420638,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,8065
10197,Hotel Bisanzio,,5,45.4347236,12.3451881,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,8065
10198,Hotel Casa Boccassini,,4,45.441684,12.3402013,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,8065
