name,street,stars,latitude,longitude,imageUrl,locationId
Guest Apartment Andrea,Via Riccardo Migliari 35,0,44.1099437,9.8179536,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
Guest House Beautiful Dream,Via Torino 70,0,44.1094887,9.8151318,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
"Holiday home ""La Sprugola""",Via Antonio Gramsci 109,0,44.1053459,9.8166065,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
Hotel Aurora,La Spezia,0,44.1104802,9.8142104,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
Hotel Firenze e Continentale,Via Pietro Paleocapa 7,3,44.1103928,9.8153555,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
Hotel Ghironi,Via del Tino 62,4,44.1131851,9.8476329,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
Hotel Mary,Via Fiume 177,0,44.1108219,9.8133853,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
Hotel Venezia,La Spezia,3,44.1104548,9.8157772,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
HOUSE NAUTILUS 2,La Spezia,0,44.1075611,9.8193388,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
I colori di MAG,Via Vappa 3,0,44.10798,9.8024507,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
Il Gabbiano,La Spezia,0,44.1086578,9.8263978,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
Il Porto dei Sognatori,Viale San Bartolomeo 895,0,44.0957262,9.8671542,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
Il Quadrifoglio,La Spezia,0,44.1138432,9.8110132,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
Il Vicilo,La Spezia,0,44.1066623,9.8181851,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
L'Albatros,La Spezia,0,44.1097264,9.8153637,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
L'Opera,La Spezia,0,44.109099,9.817706,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
La Casa dei Treni,La Spezia,0,44.1105177,9.8162306,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
LA CASA DI MATTIA,La Spezia,0,44.1077388,9.8181806,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
La Casetta Del Buonviaggio,Via Buonviaggio 181,0,44.1275165,9.8457525,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
La Collina degli Ulivi,Via Benedicenti 12,0,44.1236117,9.8014486,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
La Collina Degli Ulivi,Via Brigola 51,0,44.1233077,9.8705467,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
La finestra sul giardino,Via Parodi 11,0,44.122321,9.7891954,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
la Linea d'Acqua,La Spezia,0,44.1076618,9.8192595,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
La Perla del Golfo,La Spezia,0,44.1059191,9.8191366,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
La Porta per le 5 Terre,Via Pietro Paleocapa 2,1,44.1103113,9.8159413,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
La Taverna del Metallo ROOMS,La Spezia,0,44.1077423,9.8181559,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
La Terrazza sul Golfo,Via Coregna 25,0,44.0888513,9.8101479,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
Lady's Home,Via Roma,0,44.1070231,9.8169826,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
LE CASETTE,La Spezia,0,44.1082585,9.8187595,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
Leo's home,La Spezia,0,44.1088149,9.8161498,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
Lia Rooms,Via Napoli 15,0,44.1072963,9.81747,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
Maison Saint Bon Holidays Apartments,Piazza Saint Bon 11,0,44.110021,9.8165718,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
MILLSTONE HOUSE,La Spezia,0,44.11581,9.8259653,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
MIRABELLO,La Spezia,0,44.1043046,9.821373,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
Miramare Apartments&Suites,Via della Lizza 23,0,44.0927384,9.8138863,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
Napoli 94,La Spezia,0,44.1087942,9.8153026,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
Nelli Rooms,Via Baldassarre Biassa 9,0,44.1036506,9.8180652,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
NH Hotel,Via Venti Settembre 2,0,44.1066277,9.8277263,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
no~ve~cèn~to,La Spezia,0,44.1065371,9.8182023,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
Ostello Lungomare La Spezia,Via Dalmazia 5,0,44.1100815,9.8316426,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
Prione 70,La Spezia,0,44.104315,9.8213591,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
Quiet Night,La Spezia,0,44.1060546,9.8186275,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
Relais del Golfo,"Via Simonetta Cattaneo Vespucci - Fezzano, 19025, Italia",0,44.0784099,9.8205715,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
ROOMS LA SPEZIA,La Spezia,0,44.1091128,9.8176714,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
Rosselli Rooms,Via Fratelli Rosselli 54,0,44.1053356,9.8184879,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
Stella di Mare,36,0,44.0842176,9.8217755,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
Stradoni 34,La Spezia,0,44.1087336,9.8102741,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
Sweet Dreams,La Spezia,0,44.1064365,9.8142042,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
The One Sun 'n Sea Rooms,La Spezia,0,44.1074061,9.8158101,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
The Poet Hotel,Via Roma 139,4,44.1080987,9.8148135,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
Titi rooms,La Spezia,0,44.1091427,9.8152473,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
Villetta Pelikan,Via Antoniana 42a,4,44.1254608,9.8285291,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
Voyage deluxe master room,La Spezia,0,44.1054002,9.8164952,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
“Casa di Paola„,Via Mozzachiodi 32,0,44.1215089,9.845701,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3502
Hotel Bristol,Via Roma 162,0,43.9706983,8.1604924,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3536
Hotel Gilda,Laigueglia,0,43.9769207,8.1576787,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3536
Hotel Mediterraneo,Via Andrea Doria 18,0,43.9815204,8.1561461,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3536
Hotel Windsor,Piazza XXV Aprile 9,0,43.9776836,8.159086,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3536
Albergo Lavagnese,Lavagna,0,44.3092592,9.3457129,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3594
Arco del Sole,Via Aurelia 1992,0,44.2965709,9.368248,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3594
Blu,Lavagna,0,44.3086699,9.3392975,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3594
Doria,Via Torente Barassi 3,0,44.2899161,9.3800576,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3594
Hotel Bristol,Lavagna,0,44.3070866,9.3478003,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3594
Hotel Sud Est,Via Gaetano Previati 200,3,44.3108025,9.3363084,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3594
Mediterraneo Cavi,Via Varese 20,0,44.2973159,9.3685255,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3594
Miramare,Piazza Vittorio Veneto 20,3,44.3080226,9.3472595,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3594
Tigullio,Lavagna,0,44.3065099,9.3454607,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3594
Valentino,Lavagna,0,44.3021975,9.3550676,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3594
Villa Fieschi,Lavagna,3,44.3120188,9.3469506,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3594
Villa Riviera Resort,Lavagna,0,44.3001637,9.3772448,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3594
Collevento,Via al Castello,0,44.3454588,9.3267976,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3616
Agriturismo La Rosa Canina,Località Monti Branzi 16,0,44.0836359,9.9376255,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3634
Albergo Villa Maria Grazia,Lerici,2,44.0659169,9.9234255,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3634
Byron,Via Sebastiano Biaggini 19,3,44.079792,9.9097018,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3634
Cristallo,Lerici,3,44.0662315,9.9244055,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3634
Hotel Fiascherino,Via G. Byron,0,44.06378,9.9239179,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3634
Hotel Italia,Lerici,3,44.0745544,9.9180282,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3634
Hotel Stella Marina,Via Giuseppe Garibaldi 48,0,44.0848998,9.8941643,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3634
Il Nido,Via Fiascherino 75,0,44.0627762,9.9267358,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3634
La Locanda del Sole Nero,Lerici,0,44.0837244,9.8961909,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3634
Locanda il Senatore,Via G. Byron 11,0,44.0634306,9.9235656,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3634
Locanda Miranda,Via Fiascherino 92,0,44.061471,9.9283299,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3634
Pino Di Turi Arvid,Lerici,0,44.0836831,9.8963322,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3634
Rosa dei Venti,Lerici,3,44.0659207,9.9251049,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3634
Shelley & delle Palme Hotel,Via Biaggini 5,0,44.0768578,9.9094736,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3634
A 2 passi dal mare,Corso Roma 37,0,44.1714968,9.6117889,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
A Durmì,Via Domenico Viviani 12,0,44.1713787,9.6138993,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
Affittacamere Le Divine,Corso Roma 17a,0,44.1712056,9.6102844,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
Affittacamere Marco,Levanto,0,44.1694729,9.6137982,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
Agriturimo L'Amandola,Località Amandola 14,0,44.1786847,9.6202315,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
Agriturismo B&B Costa di Faraggiana,Levanto,0,44.1838742,9.6153048,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
Agriturismo Costelletta,Levanto,0,44.1759046,9.643699,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
Agriturismo degli Olivi,Cà Vagate,0,44.2022683,9.6507865,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
Agriturismo Il Frantoio,Via San Sebastiano 10,0,44.193764,9.6110598,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
Agriturismo La Quiete,Via case sparse 6/23,0,44.1766025,9.6297017,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
Agriturismo Villanova,loc. Villanova,4,44.1721644,9.633794,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
Albergo Villa Gentile,Via Jacopo da Levanto 27,1,44.1699738,9.6113756,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
AltraVista Guesthouse,Levanto,0,44.1685842,9.6372552,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
Amar Levanto,Via Olivi 2,0,44.1701981,9.6103251,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
ARIA Design B&B Levanto,Levanto,0,44.1774445,9.6177686,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
B&B La grotta azzurra,Via della Concia 1,2,44.1702164,9.6117518,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
B&B La Lanterna,Case sparse Ridarolo 10,0,44.175292,9.627973,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
B&B La Perla Blu,Salita San Francesco 15,0,44.1719413,9.6132381,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
B&B Piè del Castello,Levanto,0,44.1660849,9.6122351,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
B&B San Gottardo,Località San Gottardo 6,0,44.1820659,9.6221667,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
B&B Sant'Andrea,Levanto,0,44.1669579,9.6119374,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
Bed & Breakfast Alda,Levanto,0,44.1702435,9.6100022,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
Bed & Breakfast Cà del Golfo,Levanto,0,44.1720139,9.6076556,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
Bed & Breakfast Fattore,Levanto,0,44.1818771,9.6209197,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
Bed & Breakfast La Gerbera,Via Martiri della Libertà 55,0,44.1724082,9.6168571,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
Bed & Breakfast La Madonnetta,Via Trento e Trieste 46,0,44.1729214,9.606807,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
Bed & Breakfast Monica,Via Michele Canzio 18,3,44.1737654,9.6191486,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
Bed & Breakfast Sciamandola,Levanto,0,44.1773154,9.6198164,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
Bed & Breakfast Zattera,Levanto,3,44.1749121,9.6206976,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
Bed and Breakfast cinque terre da Levanto,Case sparse Ridarolo,0,44.1753752,9.6276739,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
Hotel Al Terra Di Mare,Loc. Gallona,4,44.1781766,9.6323351,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
Hotel Baia di Levanto,Piazza Generale Staglieno 17,1,44.1689627,9.6116794,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
Hotel Carla,Via Martiri della Libertà 28,3,44.1711737,9.6169429,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
Hotel de charme Stella Maris,Via Guglielmo Marconi 4,3,44.1699285,9.6116588,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
Hotel Dora,Levanto,3,44.1701229,9.6154027,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
Hotel Europa,Levanto,2,44.1694202,9.6130301,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
Hotel Garden,Levanto,0,44.1687303,9.6105165,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
Hotel La Giada del Mesco,Levanto,3,44.1579777,9.6110656,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
Hotel Nazionale,Via Jacopo da Levanto 20,3,44.1695155,9.6118619,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
Hotel Palace Levanto,Corso Roma 25,3,44.1714209,9.610603,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
Hotel Primavera,Via Cairoli 5,3,44.1694534,9.611471,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
Il Borgo Affittacamere,Via San Rocco 3,0,44.1695414,9.6123651,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
Il Veliero,Levanto,0,44.1696714,9.6157113,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
La Sosta di Ottone III,Località Chiesanuova,0,44.1716094,9.647356,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
Le Conchiglie,Levanto,0,44.1695355,9.609588,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
Maremesco,Via vecchia Mesco 10,0,44.1621754,9.6107774,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
Oasi Hotel,Via Terraro,3,44.1704512,9.6148282,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
Ospitalia del Mare,Levanto,0,44.167107,9.6136072,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
Park Hotel Argento,Via Sant'Anna,4,44.176277,9.6136261,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
Vignola,Levanto,0,44.1841934,9.6363433,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
Villa Clelia,Levanto,0,44.1676072,9.6130545,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
Villa Margherita Bed And Breakfast,Via Trento e Trieste 31,3,44.1724412,9.6110593,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
Villa Rossana,Via Valle Santa,0,44.1732132,9.6036031,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
Villa Valentina,Loc. Piè di Legnaro,0,44.1749055,9.6292439,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3649
Albergo Astoria,Via Aurelia 246,0,44.1273226,8.2568798,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3704
Albergo Londra,Loano,0,44.1354164,8.2644501,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3704
Albergo Villa Lina,Loano,0,44.1265724,8.2581725,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3704
B&B Stelle di Mare,Via Aurelia,0,44.1279002,8.2573525,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3704
Giordana,Loano,0,44.1233399,8.2557561,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3704
Hotel Atlantic,Loano,0,44.126635,8.2582126,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3704
Hotel Garden Lido,Loano,0,44.1301607,8.2626835,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3704
Hotel Milano,Loano,0,44.1262694,8.258047,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3704
Hotel Torre Antica,Loano,0,44.1287902,8.2588572,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3704
Hotel Villa Teresa,Loano,0,44.1337391,8.262185,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3704
La Casetta Residence,Loano,0,44.1267334,8.2571604,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3704
Lido Mazzini,Loano,0,44.1231493,8.2555549,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3704
Loano2Village,Via degli Alpini,4,44.1336505,8.243227,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3704
Residence Colibrì,Loano,0,44.1392586,8.2682165,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3704
Residence Cormorani,Loano,0,44.1304395,8.2503048,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3704
Residence Villa Chiara,Loano,0,44.13128,8.2625654,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3704
Villa Caramanti,Loano,2,44.1320842,8.260715,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3704
Antica Luni,Luni,0,44.0696661,10.0247594,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3786
Agriturismo Ca' da Nonna,Maissana,0,44.3397024,9.4685482,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3863
Agriturismo Colle del Faggio,Maissana,0,44.4079141,9.4934364,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3863
Agriturismo Collina Torre,Via Torza 5,0,44.2995973,9.5636838,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3863
Agriturismo Giandriale,Maissana,0,44.3062526,9.5342717,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3863
Agriturismo Il risveglio naturale,Maissana,0,44.3787311,9.5431525,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3863
B&B Altrove,Maissana,0,44.3403225,9.4697852,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3863
Medieval Village B&B,Maissana,0,44.3398351,9.4682968,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3863
Hotel Ristorante Bar Turchino,Masone,0,44.5190604,8.7001603,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4011
Agriturismo Monte Contessa,Via Sant'Alberto 44f,0,44.4402032,8.8281688,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4068
Albergo Puppo,Mele,3,44.4245005,8.814776,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4068
Azienda Agrituristica Pietre Turchine,Mele,0,44.4265237,8.7225557,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4068
B&B Cà de Viola,Via Acquasanta 254,0,44.4584243,8.7691102,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4068
Hotel Castello Miramare,Mele,3,44.4243368,8.8122433,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4068
Hotel Mediterranee,Mele,3,44.4250404,8.8132774,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4068
