id,name,location_id,latitude,longitude
901169,Fiorenzuola,2823,44.928716,9.917403
901170,Forli`,2918,44.22413,12.054871
901171,Forlimpopoli,2921,44.194165,12.128125
901172,Fornovo,2935,44.693791,10.102014
901173,Parma,5189,44.810203,10.32837
901174,Glorie,150,44.483341,12.075736
901175,Godo,6318,44.389322,12.071256
901176,Granarolo,2469,44.357356,11.937441
901177,Grizzana,3343,44.258292,11.181194
901178,Igea Marina,619,44.131972,12.481636
901179,Imola,3420,44.359418,11.718723
901180,Lama Di Reno,3991,44.363501,11.216168
901181,Lavezzola,2353,44.559591,11.880154
901182,Lavino,277,44.538306,11.232799
901183,Bellaria,619,44.150249,12.461168
901184,Cotignola,2469,44.387077,11.938037
901185,Avio,432,45.733892,10.955842
901186,Bolzano Sud,790,46.472617,11.33334
901187,Borghetto,432,45.696721,10.927083
901188,Castelbello,1682,46.626994,10.897884
901189,Casteldarne,2102,46.797708,11.844223
901190,Bressanone,963,46.710088,11.649677
901191,Bronzolo,994,46.40505,11.315833
901192,Brunico,1007,46.794922,11.929989
901193,Chiusa,2121,46.642611,11.572678
901194,Ciardes,1682,46.635274,10.940542
901195,Coldrano-Martello,3524,46.618902,10.821204
901196,Colle Isarco,939,46.937951,11.441336
901197,Serravalle,91,45.808184,11.014942
901198,Settequerce,7491,46.508448,11.264785
901199,Silandro,7191,46.625613,10.766327
901200,Spondigna-Prato Venosta,5750,46.634571,10.60999
901201,Terlano-Andriano,7491,46.528517,11.248394
901202,Grigno,3337,46.015059,11.624984
901203,Laces,3524,46.619692,10.85863
901204,Laives,3542,46.43409,11.323533
901205,Lasa,3571,46.618617,10.694828
901206,Lavis,3602,46.148306,11.095993
901207,Mori,4642,45.861216,11.002648
901208,Naturno,4755,46.645095,11.004303
901209,Caldonazzo,1138,45.997575,11.264815
901210,Campo Di Trens,1224,46.869076,11.488231
901211,Roncegno Bagni-Marter,6232,46.03618,11.398818
901212,S.Cristoforo Al Lago-Ischia,6465,46.039743,11.23375
901213,Monguelfo Valle Di Casies,4354,46.752775,12.107264
901214,Ora,4938,46.36092,11.296781
901215,Oris,3571,46.626672,10.645989
901216,Valdaora - Anterselva,7919,46.769231,12.02898
901217,Levico,3653,46.005729,11.30493
901218,Magre`- Cortaccia,2434,46.287976,11.232646
901219,Malles Venosta,3878,46.684542,10.546445
901220,Merano Maia Bassa,3958,46.656202,11.147931
901221,Mezzocorona,4172,46.207258,11.128595
901222,Dobbiaco,2601,46.725049,12.225122
901223,Egna-Termeno,2658,46.319418,11.257177
901224,Pergine,5277,46.062482,11.232637
901225,Villabassa - Braies,8261,46.736492,12.167041
901226,Villazzano,7737,46.045911,11.13906
901227,Vilpiano-Nalles,4720,46.554251,11.220143
901228,Ponte D`Adige,284,46.485444,11.297719
901229,Ponte Gardena,5618,46.6012,11.53251
901230,Sluderno-Glorenza,7225,46.664329,10.581832
901231,Strigno,7047,46.051003,11.514327
901232,Ala,91,45.760087,10.996775
901233,Tezze Di Grigno,3337,45.990485,11.669726
901234,Plaus,5529,46.65844,11.041057
901235,Marlengo,3958,46.664558,11.138577
901236,Borgo Valsugana Est,852,46.05224,11.462119
901237,Calceranica,1124,46.007384,11.240713
901238,Vandoies,8009,46.814822,11.723079
901239,Trento S.Chiara,7737,46.056242,11.13624
901240,Rio Di Pusteria,5974,46.79712,11.670028
901241,Salorno,6389,46.245842,11.202681
901242,Lana-Postal,5701,46.608079,11.182252
901243,Vipiteno,8355,46.895732,11.440206
901244,P.M.Vat,7854,46.092872,13.247412
901245,Tarvisio Boscoverde,7450,46.505956,13.608012
901246,Bivio Cargnacco,5232,46.007733,13.247325
901247,Montereale Valcellina,4555,46.148009,12.658923
901248,S.Stefano Udinese,6892,45.953683,13.274971
901249,S.Giovanni Di Casarsa,1558,45.943448,12.837255
901250,Meduno,4062,46.200678,12.80282
901251,Confine Italo/Sloveno,3278,45.922748,13.626923
901252,San Giorgio Di Nogaro,6522,45.82917,13.210315
901253,Strassoldo,463,45.856617,13.31836
901254,Artegna,372,46.23115,13.162328
901255,Aurisina,2650,45.753943,13.687706
901256,Aviano,427,46.064362,12.590686
901257,Bivio D`Aurisina,2650,45.754253,13.655777
901258,Bivio San Polo,4343,45.81393,13.526626
901259,Capriva,1380,45.938764,13.517494
901260,Carnia,210,46.373634,13.132847
901261,Casarsa,1558,45.953002,12.8406
901262,Cervignano A.G.,2046,45.823948,13.342866
901263,Budoia Polcenigo,1026,46.031464,12.537637
901264,Codroipo,2246,45.9657,12.976543
901265,Sevegliano,463,45.887451,13.30468
901266,Sistiana,2650,45.774903,13.645832
901267,Tarcento,7446,46.209134,13.196211
901268,Fontanafredda,2888,45.967555,12.575266
901269,Forgaria Bagni Anduins,2915,46.203472,12.964109
901270,Cordovado Sesto,2377,45.850653,12.877784
901271,Cornino,2915,46.220516,13.010581
901272,Gemona Del Friuli,3124,46.274243,13.127978
901273,Gorizia Centrale,3278,45.933047,13.60684
901274,Grignano,7178,45.713308,13.710255
901275,Latisana Lignano B.,3581,45.777733,13.001101
901276,Basiliano,581,46.012737,13.109233
901277,S.Vito Al Tagliamento,6741,45.912433,12.851594
901278,Sacile,6329,45.948413,12.498498
901279,Sacile San Liberale,6329,45.959155,12.514778
901280,Sagrado,6334,45.872629,13.484004
901281,Mossa,4674,45.935114,13.547281
901282,Muzzana Del Turgnano,4717,45.816817,13.132376
901283,Buttrio,1071,46.012664,13.329039
901284,Redipuglia,2872,45.853476,13.486016
901285,Risano,5232,45.97487,13.26181
901286,Ronchi Dei Legionari Nord,6234,45.830285,13.505962
901287,Ronchi Dei Legionari Sud,6234,45.818285,13.501207
901288,Pinzano,5481,46.179217,12.950779
901289,Monfalcone,4343,45.807683,13.542929
901290,Osoppo,5004,46.249011,13.084758
901291,Palazzolo Dello Stella,5110,45.803403,13.083957
901292,Palmanova,5149,45.906862,13.296461
901293,Torviscosa,7688,45.826002,13.282358
901294,Travesio,7717,46.187141,12.876921
901295,Trieste Centrale,7776,45.657456,13.771873
901296,Trieste Campo Marzio,7776,45.645817,13.755161
901297,Trieste Aquilinia,4695,45.618107,13.806161
901298,Udine,7854,46.055791,13.242003
901299,Udine Parco,7854,46.052099,13.260401
901300,Ugovizza Valbruna,3867,46.502902,13.494972
901301,Lumignacco,5232,45.999177,13.250841
901302,Majano,3864,46.219372,13.066308
901303,Cusano,8448,45.945427,12.757485
901304,Fanna - Cavasso,1910,46.187072,12.7707
901305,Bagnaria Arsa,463,45.885513,13.282026
901306,Cormons,2392,45.957519,13.461563
901307,Venzone,8089,46.331883,13.13549
901308,Villa Opicina,4361,45.6944,13.791142
901309,Villa Vicentina,6308,45.812922,13.395493
901310,Pontebba,5626,46.508463,13.311357
901311,Pordenone,5661,45.956281,12.654126
901312,Maniago,3902,46.170057,12.714527
901313,Manzano,3909,45.98811,13.375016
901314,S.Giovanni Al Natisone,6535,45.976122,13.397437
901315,S.Maria La Longa,6892,45.933068,13.287755
901316,Fabriano Ca` Maiano,2701,43.345598,12.873939
901317,Marino Del Tronto Folignano,2877,42.844346,13.632995
901318,Albacina,2016,43.345686,12.986501
901319,Ancona,226,43.607734,13.497665
901320,Ancona Marittima,226,43.619445,13.50911
901321,Ascoli Piceno,384,42.855474,13.587939
901322,Castelraimondo Camerino,1802,43.210511,13.057274
901323,Sassoferrato Arcevia,6972,43.435381,12.851514
901324,Serra S.Quirico,7118,43.444879,13.027408
901325,Spinetoli Colli,2292,42.87032,13.762811
901326,Pantiere Di Castelbellino,1681,43.500941,13.183116
901327,Pedaso,5241,43.094694,13.844906
901328,Pergola,5278,43.549653,12.832973
901329,Morrovalle Monte S.Giusto,4662,43.279189,13.58285
901330,S.Claudio,2411,43.287357,13.532751
901331,Pesaro,5310,43.906014,12.904848
901332,Montemarciano,4532,43.651397,13.346478
901333,Monteprandone,4551,42.894183,13.849996
901334,Monterosso Marche,6972,43.462227,12.818339
901335,Offida Castel Di Lama,4882,42.862074,13.720285
901336,Osimo Castelfidardo,1693,43.497033,13.547263
901337,Palombina,2720,43.61701,13.429721
901338,Loreto,3748,43.448376,13.620455
901339,Macerata,3815,43.293094,13.455172
901340,Maltignano Del Tronto,3882,42.844918,13.664738
901341,Marotta Mondolfo,4338,43.769748,13.137273
901342,Marzocca,4532,43.677362,13.287922
901343,Matelica,4034,43.25394,13.01509
901344,Cupramarittima,2532,43.02349,13.860812
901345,Fabriano,2701,43.345429,12.905336
901346,Fano,2731,43.842977,13.02478
901347,Potenza Picena Montelupone,5706,43.36991,13.59265
901348,Varano,226,43.574729,13.523436
901349,Pollenza,5582,43.240933,13.367031
901350,Porto Recanati,5678,43.433726,13.661464
901351,Porto S. Giorgio Fermo,5679,43.17972,13.7975
901352,Grottammare,3359,42.99381,13.870265
901353,Jesi,3488,43.520164,13.251316
901354,Urbisaglia Sforzacosta,3815,43.25746,13.416932
901355,Falconara Stadio,2720,43.626158,13.381179
901356,Cerreto D`Esi,2016,43.32205,12.98319
901357,Ancona Torrette,2720,43.609936,13.455777
901358,Macerata Fontescodella,3815,43.291569,13.44048
901359,Castelferretti,1190,43.607303,13.357519
901360,Bellisio Solfare,5278,43.520379,12.823977
901361,Melano Marischio,2701,43.345046,12.858866
901362,Senigallia,7090,43.716277,13.221652
901363,Falconara Marittima,2720,43.630577,13.397378
901364,Chiaravalle,2094,43.595503,13.327655
901365,Montecarotto Castelbellino,1681,43.500005,13.1481
901366,Castelplanio Cupramontana,1800,43.481403,13.084733
901367,Genga S.Vittore Terme,3127,43.403011,12.977163
901368,S.Severino Marche,6719,43.22996,13.183491
901369,Tolentino,7559,43.214556,13.290501
901370,Corridonia Mogliano,3815,43.281616,13.477697
901371,Montecosaro,4470,43.289297,13.646378
901372,Gagliole,3037,43.220298,13.07522
901373,Civitanova Marche,2211,43.3091,13.7257
901374,Porto S. Elpidio,5680,43.256855,13.760749
901375,S.Benedetto Del Tronto,6425,42.954386,13.882297
901376,Monsampolo Del Tronto,4363,42.881488,13.803569
901377,S.Filippo,384,42.849787,13.599949
901378,Villabartolomea,8225,45.153057,11.348728
901379,Villafranca Di Verona,8270,45.349801,10.849016
901380,Villaverla Montecchio,8334,45.656998,11.524271
901381,Anconetta,8183,45.565249,11.567865
901382,Ve Asseggiano,7332,45.499357,12.178101
901383,Polesella,5569,44.961039,11.738498
901384,Ponte Di Brenta,4845,45.429216,11.947734
901385,Portogruaro Caorle,5689,45.781438,12.832375
901386,Stazione Per L`Alpago,5621,46.137574,12.316066
901387,Grisignano Di Zocco,3341,45.48638,11.710762
901388,Istrana,3476,45.676539,12.102781
901389,Alano Fener Valdobbiadene,7065,45.90229,11.944546
901390,S. Dona` Di Piave,6474,45.63983,12.559791
901391,S.Elena - Este,6830,45.199209,11.712883
901392,S.Giorgio Delle Pertiche,6520,45.542538,11.917455
901393,S.Giustina Cesio,6870,46.077655,12.04294
901394,S.Martino Buon Albergo,6603,45.421559,11.089155
901395,S.Martino Di Lupari,6609,45.655928,11.857227
901396,S.Nazario,7234,45.838117,11.691321
901397,Fae`Fortogna,3734,46.239439,12.294121
901398,Thiene,7532,45.700697,11.475407
901399,Olmi Spercenigo,6433,45.679467,12.338101
901400,S.Biagio Di Callalta,6433,45.686134,12.374316
901401,Fagare,5617,45.70705,12.444296
901402,Ponte Di Piave,5617,45.719624,12.460683
901403,Oderzo,4877,45.775304,12.49293
901404,Gorgo Al Monticano,3274,45.784444,12.553737
901405,Motta Di Livenza,4679,45.779114,12.607118
901406,Pramaggiore,5736,45.774579,12.718413
901407,Annone Veneto,260,45.774904,12.680334
901408,San Bonifacio,6437,45.40276,11.27406
901409,Posto Comunicazione Dolce`,2606,45.601513,10.850588
901410,Vittorio Veneto,8371,45.989946,12.29327
901411,Carmignano Di Brenta,1442,45.621354,11.714891
901412,Caldiero,1136,45.41407,11.169753
901413,Campodarsego,1233,45.505721,11.900894
901414,Ceregnano,1993,45.05062,11.870958
901415,Trebaseleghe,7720,45.581509,12.040046
901416,Venezia Porto Marghera,8065,45.472381,12.256536
901417,Spinea,7332,45.491568,12.177168
901418,S.Trovaso,1578,45.627623,12.233886
901419,Venezia Marittima,8065,45.43995,12.320091
901420,Gr Sc Mestre St,7332,45.466808,12.242832
901421,Primolano,2667,45.965315,11.700899
901422,Quarto D`Altino,5830,45.574576,12.365032
901423,S.Marino,2667,45.897699,11.692241
901424,Conegliano,2348,45.884706,12.298909
901425,Ponte Nelle Alpi Polpet,5621,46.182328,12.277604
901426,Quero Vas,7163,45.939306,11.920189
901427,Resana,5930,45.634081,11.964251
901428,Lendinara,3618,45.081816,11.591667
901429,Verona Porta Vescovo,8121,45.435552,11.018841
901430,Preganziol,5768,45.60367,12.23138
901431,Roncanova Di Gazzo Ver.,3119,45.142207,11.097995
901432,Rosa`,6254,45.72054,11.775799
901433,Rosolina,6268,45.075548,12.239663
901434,Rossano Veneto,6273,45.702039,11.784812
901435,Rovigo,6301,45.076993,11.780892
901436,S.Croce Del Lago,174,46.094795,12.324068
901437,Peschiera Del Garda,5329,45.438502,10.702509
901438,Pianzano,3256,45.913397,12.388168
901439,Piombino Dese,5489,45.60944,12.00058
901440,Belluno,627,46.141594,12.209703
901441,Bevilacqua,697,45.230145,11.398643
901442,Mira Mirano,4244,45.462943,12.118789
901443,Mogliano Veneto,4280,45.561964,12.23274
901444,Monselice,4365,45.246116,11.74789
901445,Montagnana,4375,45.228238,11.459873
901446,Montebello,4443,45.45251,11.390803
901447,Montebelluna,4444,45.776434,12.054
901448,Fossalta Di Piave,2945,45.624215,12.500393
901449,Fossalta Di Portogruaro,2946,45.78324,12.907473
901450,Fratta,2986,45.038673,11.642598
901451,Fratte Centro,6871,45.585849,11.906637
901452,Gaggio,3940,45.551893,12.326027
901453,Galliera Veneta Tombolo,7565,45.652901,11.828066
901454,Noale Scorze`,4796,45.553833,12.074888
901455,Nogara,4808,45.179937,11.070572
901456,Nove,4839,46.050895,12.313312
901457,Orsago,4968,45.928068,12.434259
901458,Ospedaletto Euganeo,5008,45.221706,11.606553
901459,Ospitale Di Cadore,5010,46.325771,12.318429
901460,Padova,5056,45.417846,11.880794
901461,Paese,5082,45.669207,12.161677
901462,Paese Castagnole,5654,45.691182,12.182619
901463,Trevignano Signoressa,7757,45.74789,12.103123
901464,Treviso C.,7761,45.659608,12.24614
901465,Levada,2406,45.850158,12.006657
901466,Lisiera,5843,45.578581,11.610695
901467,Lison,5736,45.751947,12.759416
901468,Longarone Zoldo,3734,46.267466,12.301953
901469,Lonigo,3742,45.413269,11.345016
901470,Loreo,3747,45.059476,12.191569
901471,Maerne Di Martellago,7332,45.514799,12.150629
901472,Marano,3924,45.706864,11.4246
901473,Meolo,4093,45.61319,12.453969
901474,Mestrino,4160,45.457878,11.773859
901475,Dolo,2611,45.453466,12.07161
901476,Domegliara,6791,45.522348,10.820408
901477,Dossobuono,1639,45.392382,10.914831
901478,Dueville,2648,45.635,11.546108
901479,Este,2693,45.220954,11.662931
901480,Fanzolo,8042,45.708253,11.992069
901481,Occhiobello,4872,44.899384,11.621197
901482,Venezia Carpenedo,4280,45.506697,12.247609
901483,Venezia Mestre,7332,45.482123,12.232069
901484,Venezia Santa Lucia,8065,45.441569,12.320882
901485,Verona Ca` Di David,1068,45.384406,10.994897
901486,Verona Porta Nuova,8121,45.428603,10.982377
901487,Vicenza,8183,45.541102,11.540762
901488,Vigodarzere,8218,45.453289,11.891641
901489,Vigonza Pianiga,5388,45.442799,12.017977
901490,Villa Del Conte,8237,45.607701,11.852518
901491,Abano Terme,1,45.355199,11.811533
901492,Adria,48,45.06058,12.054228
901493,Albaredo,8042,45.670265,12.015104
901494,Altavilla Tavernelle,188,45.511805,11.454702
901495,Arqua`,361,45.006465,11.748518
901496,Badia Polesine,454,45.094439,11.484722
901497,Bonferraro,1638,45.185651,11.009247
901498,Boschi S.Anna,888,45.217328,11.362302
901499,Bovolone,915,45.254446,11.123862
901500,P.C.Canaro,1272,44.923012,11.675223
901501,Carpane`Valstagna,7913,45.860128,11.661183
901502,Cassola,1616,45.732291,11.795866
901503,Castello Di Godego,1756,45.688082,11.87759
901504,Castagnaro,1618,45.119349,11.403936
901505,Castelfranco Veneto,1701,45.666439,11.934315
901506,Castelnuovo,1775,45.430843,10.758273
901507,Cavanella D`Adige,6268,45.111263,12.249312
901508,Cavanella Po,3747,45.052208,12.134893
901509,Cavazzale,4596,45.596079,11.569823
901510,Ceggia,1936,45.688394,12.633987
901511,Cerea,1992,45.196556,11.213921
901512,Busche Lentiai Mel,2064,46.040092,11.979251
901513,Chioggia,2113,45.210243,12.275235
901514,Cismon Del Grappa,2667,45.919664,11.729272
901515,Cittadella,2193,45.643868,11.789857
901516,Schio,7027,45.710848,11.355508
901517,Sedico Bribano,7054,46.095424,12.086508
901518,Soffratta,8371,45.976377,12.299346
901519,Solagna,7234,45.815434,11.72134
901520,Spresiano,7347,45.77763,12.266984
901521,Stanghella,7355,45.13209,11.749094
901522,Susegana,7416,45.821054,12.258364
901523,Teglio Veneto,7473,45.809887,12.858938
901524,Terme Euganee-Abano-Montegr.,4508,45.32744,11.79604
901525,Feltre,2760,46.012884,11.911493
901526,Fontaniva,2898,45.634723,11.749038
901527,Cornuda,2406,45.833846,12.012886
901528,Costa,2456,45.045766,11.696511
901529,Isola Della Scala,3457,45.269474,11.013312
901530,Lama,3108,45.043466,11.913123
901531,Lancenigo,8343,45.710087,12.265663
901532,Legnago,3611,45.189034,11.304724
901533,Lerino,7668,45.518725,11.63567
901534,Baricetta,48,45.060889,11.995348
901535,Bassano Del Grappa,583,45.766697,11.741525
901536,Battaglia Terme,592,45.291475,11.77838
901537,S.Pietro In Gu`,6681,45.605039,11.673157
901538,S. Stino Di Livenza,6726,45.721088,12.682769
901539,Saletto,854,45.22274,11.535093
901540,Salzano Robegano,6401,45.535378,12.111485
901541,Sanguinetto,6766,45.188811,11.152467
901542,Pederobba Cavaso Possagno,5244,45.877299,11.965222
901543,Perarolo Di Cadore,5269,46.386277,12.352493
901544,Peri,942,45.658402,10.900314
901545,Mozzecane,4692,45.306687,10.823657
901546,Buttapietra,1068,45.338787,10.988059
901547,Calalzo Pieve Cadore Cortina,1112,46.443829,12.388668
901548,Camposampiero,1262,45.568922,11.928293
901549,Postioma,5082,45.715862,12.148248
901550,Pove Del Grappa Campese,5707,45.803248,11.719936
901551,Le Piagge,7005,43.789684,11.171665
901552,Cambiano,1182,43.631183,10.958997
901553,Castellina Marittima,1743,43.406122,10.495776
901554,Castelvecchio Pascoli,2941,44.09007,10.455061
901555,Castiglioncello,6266,43.404619,10.414354
901556,Certaldo,2031,43.547124,11.037711
901557,Firenze Statuto,2824,43.787273,11.249738
901558,Castiglion Fiorentino,1828,43.34075,11.914362
901559,Chiusi C.T.,2131,43.002466,11.957893
901560,Chiarone,1327,42.387528,11.446123
901561,Asciano Monte Oliveto Maggiore,383,43.231706,11.563621
901562,Binario S.Marco Vecchio,2824,43.790336,11.267403
901563,Ripafratta,8039,43.821711,10.415733
901564,S.Miniato Fucecchio,6640,43.701383,10.831605
901565,S. Pietro A Vico,3765,43.875094,10.530945
901566,S.Romano Montopoli S.Croce,1697,43.690575,10.760152
901567,Serravalle Pistoiese,7135,43.908016,10.85168
901568,Rignano Sull`Arno Reggello,5966,43.720834,11.452383
901569,Firenze S.M.N.,2824,43.776893,11.247373
901570,Forte Dei Marmi Serravezza Q.,2937,43.97777,10.19936
901571,Il Cionfo Bin. Le Cure,2824,43.786182,11.268501
901572,Pontassieve,5611,43.773949,11.437904
901573,Ponte A Elsa,2665,43.694385,10.906008
901574,Ponte A Moriano,833,43.908371,10.534264
901575,Ponte A Tressa,4559,43.250844,11.39617
901576,Ponte Ginori,4455,43.335594,10.740536
901577,Ponticino,3577,43.481446,11.71657
901578,Pontremoli,5649,44.371976,9.887795
901579,Popolano,3967,44.102323,11.649045
901580,Porcari,5659,43.831263,10.619212
901581,Giuncarico,3114,42.915473,11.008362
901582,Incisa,2802,43.656541,11.452728
901583,Indicatore,1827,43.480067,11.803468
901584,S.Donnino Badia,1213,43.785424,11.142169
901585,S.Ellero,5966,43.742143,11.469621
901586,S.Frediano A Settimo,1568,43.680508,10.517254
901587,S.Giovanni Valdarno,6554,43.56601,11.527033
901588,Santa Luce,6872,43.437248,10.48971
901589,Poggibonsi,5539,43.468093,11.149455
901590,Poggio - Careggine - Vagli,1258,44.148541,10.350626
901591,Equi Terme,1586,44.170282,10.153624
901592,Terontola Cortona,7839,43.210263,12.007906
901593,Terrarossa - Tresana,7746,44.237379,9.959675
901594,Tombolo,7565,43.631726,10.352916
901595,Il Cionfo Bin. Salviati,2797,43.798687,11.273076
901596,Pian Del Mugnone,2797,43.813899,11.265994
901597,Fiesole Caldine,2797,43.833697,11.266047
901598,Mimmole,7893,43.858111,11.265292
901599,Montorsoli,7893,43.881903,11.265484
901600,Cercina,7893,43.900121,11.265279
901601,Fontebuona,7893,43.91751,11.265553
901602,Vaglia,7893,43.924442,11.284576
901603,Campomigliaio,7893,43.937241,11.303593
901604,Scopeti,6314,43.841117,11.497001
901605,Albinia,4942,42.502165,11.21134
901606,Arbia,4559,43.294393,11.406225
901607,San Momme`,5513,44.027999,10.914798
901608,Vernio Montepiano Cantagallo,8115,44.043991,11.152342
901609,Castagneto Carducci,1619,43.16816,10.56399
901610,Ghivizzano - Coreglia,2378,44.027583,10.510183
901611,Massarosa Bozzano,4024,43.855652,10.352022
901612,S.Giuliano Terme,6558,43.764895,10.436892
901613,Tassignano,1329,43.834131,10.570495
901614,Borgo A Buggiano,1030,43.880724,10.730079
901615,Montecatini Terme,4456,43.879327,10.780588
901616,Firenze Rifredi,2824,43.800873,11.235729
901617,Prato Porta Al Serraglio,5749,43.884637,11.097385
901618,Pontedera Casciana Terme,5633,43.662145,10.628773
901619,Montelupo Capraia,4526,43.733357,11.018997
901620,Livorno Centrale,3691,43.55406,10.336593
901621,Populonia,1217,42.996412,10.540659
901622,Fiorentina Di Piombino,5488,42.969321,10.54235
901623,Castelfiorentino,1694,43.60542,10.968048
901624,Castelnuovo Berardenga,1777,43.306882,11.484912
901625,S.Giovanni D`Asso,7745,43.153292,11.593803
901626,Roccastrada,6101,42.957631,11.192942
901627,Torrita Di Siena,7680,43.174187,11.78758
901628,Serre Di Rapolano,5871,43.284347,11.558209
901629,Siena Zona Industriale,4559,43.26528,11.376652
901630,Monteroni D`Arbia,4559,43.230036,11.419662
901631,Buonconvento,1041,43.135503,11.483773
901632,Fi Rovezzano,467,43.768657,11.307372
901633,Aulla Lunigiana,413,44.210555,9.970015
901634,Volterra Saline - Pomarance,8402,43.35962,10.808269
901635,Campiglia Marittima,1217,43.017118,10.586558
901636,Camporgiano,1258,44.161448,10.334849
901637,Piombino Binari Porto Vecchio,5488,42.931641,10.539901
901638,Pracchia,6406,44.05479,10.90691
901639,Pratignone,1140,43.849273,11.162008
901640,Prato Centrale,5749,43.878737,11.109252
901641,Quercianella,3691,43.454922,10.37255
901642,Rapolano Terme,5871,43.283331,11.602504
901643,Rigoli,8039,43.789681,10.419663
901644,Rigomagno,3768,43.256767,11.706492
901645,Riparbella,5990,43.339461,10.582184
901646,Ronta,845,44.009432,11.434125
901647,Rosignano,6266,43.387899,10.438041
901648,Rufina,6314,43.822236,11.485072
901649,Piazza Al Serchio,5398,44.182515,10.296615
901650,Pietrasanta,5439,43.95583,10.229731
901651,Piombino,5488,42.924854,10.530959
901652,Piombino Binari Mare,5488,42.928931,10.54525
901653,Pisa Binari Aeroporto,5498,43.698555,10.398436
901654,Pisa Centrale,5498,43.70794,10.398183
901655,Pisa San Rossore,5498,43.723702,10.387363
901656,Pistoia,5513,43.926804,10.914624
901657,Montale Agliana,58,43.912924,11.008309
901658,Montallese,2131,43.064888,11.90928
901659,Monte Antico,2221,42.981054,11.359819
901660,Montecarlo San Salvatore,4450,43.850798,10.68537
901661,Montecatini Centro,4456,43.881216,10.77081
901662,Montepescali,3354,42.869518,11.068743
901663,Montepulciano,4552,43.135353,11.856865
901664,Fosciandora - Ceserana,2941,44.118559,10.444212
901665,Nozzano,8039,43.829956,10.40716
901666,Orbetello,4942,42.450615,11.248972
901667,Orciano,4943,43.500263,10.477566
901668,Pallerone,413,44.204232,10.005173
901669,Torre Del Lago Puccini,8176,43.826501,10.290287
901670,Torrenieri,6702,43.086602,11.552385
901671,Vada,6266,43.352641,10.470376
901672,Vaiano,7896,43.961772,11.130773
901673,Valdibrana,5513,43.965434,10.909994
901674,Contea Londa,2593,43.865124,11.531603
901675,Lucca,3765,43.837186,10.506069
901676,Marradi,3967,44.07973,11.619174
901677,Massa Centro,4012,44.023741,10.136041
901678,Minucciano - Pieve - Casola,1586,44.194385,10.193837
901679,Prato Borgonuovo,5749,43.893216,11.076222
901680,Dicomano,2593,43.893489,11.519148
901681,Diecimo - Pescaglia,833,43.959404,10.507844
901682,Empoli,2665,43.715708,10.94915
901683,Barga Gallicano,3056,44.068114,10.451938
901684,Navacchio,1125,43.685941,10.486806
901685,Pescia,5330,43.886811,10.686074
901686,Piteccio,5513,44.009786,10.9013
901687,Viareggio,8176,43.865947,10.257886
901688,Vicarello,2286,43.609253,10.460442
901689,Vicchio,8182,43.933463,11.457634
901690,Vignale Riotorto,1217,42.967587,10.667255
901691,Villafranca - Bagnone,8271,44.294399,9.948096
901692,Villetta S. Romano,6707,44.146764,10.367565
901693,Zambra,7155,43.825856,11.206206
901694,S.Piero A Sieve,7018,43.958317,11.322742
901695,Fauglia - Lorenzana,2749,43.551831,10.50304
901696,Alberese,3354,42.634158,11.1352
901697,Altopascio,199,43.817418,10.672754
901698,Antignano,266,43.492482,10.328827
901699,Arezzo,328,43.461725,11.874189
901700,Asciano,383,43.235245,11.579237
901701,Aulla,413,44.209662,9.970632
901702,Bivio Mortellini,5498,43.661224,10.369478
901703,P.M. Badesse,4557,43.382144,11.277136
901704,Biforco,3967,44.068431,11.602243
901705,Bolgheri,709,43.244664,10.550548
901706,Borgo A Mozzano,833,43.977207,10.541285
901707,Borgo S. Lorenzo,845,43.959822,11.380422
901708,Borgo S.L.Rimorelli,845,43.953279,11.400076
901709,Camucia Cortona,2436,43.261104,11.971245
901710,Capalbio,1327,42.407974,11.370982
901711,Carrara Avenza,3786,44.051239,10.062927
901712,Cascina,1568,43.674542,10.545225
901713,Casino Di Terra,3395,43.328581,10.662975
901714,Castagno,5513,44.012359,10.91538
901715,Castellina Ch,4557,43.408744,11.212379
901716,Castelnuovo Di Garfagnana,1788,44.116351,10.409054
901717,Cecina,1931,43.31028,10.514225
901718,Bucine,1024,43.480478,11.617609
901719,Civitella Paganico,2221,42.94028,11.283536
901720,Colle Val D`Elsa,2266,43.421908,11.127681
901721,Collesalvetti,2286,43.586586,10.470534
901722,Compiobbi,467,43.782527,11.358695
901723,Scarlino,7015,42.942002,10.836798
901724,Scorcetoli,4700,44.34431,9.911853
901725,Sesto Fiorentino,7155,43.833297,11.191941
901726,Sieci,5611,43.790892,11.394608
901727,Siena,7188,43.331708,11.322972
901728,Signa,7190,43.775441,11.095961
901729,Sinalunga,7207,43.216189,11.744866
901730,Sticciano,6101,42.929333,11.118621
901731,Talamone,3841,42.56461,11.164524
901732,Firenze Campo Marte,2824,43.776856,11.27702
901733,Firenze Cascine,7005,43.792161,11.19844
901734,Firenze Castello,7155,43.819444,11.21838
901735,Figline Valdarno,2802,43.621596,11.473652
901736,Filattiera,2808,44.33137,9.933352
901737,Fivizzano - Gassano,2859,44.202672,10.091691
901738,Fivizzano Rometta - Soliera,3659,44.201526,10.05953
901739,Follonica,2881,42.926687,10.755775
901740,Fornaci Di Barga,538,44.045253,10.473173
901741,Panicaglia,845,43.978449,11.407511
901742,Corbezzi,5513,43.993948,10.919676
901743,Gavorrano,3114,42.947959,10.9338
